source_record_id,event_id,episode_id,state_code,state_name,county_zone_code,county_zone_name,event_type,hazard_group,begin_datetime,end_datetime,source_type,magnitude,magnitude_type,injuries_direct,injuries_indirect,fatalities_direct,fatalities_indirect,damage_property_text,damage_crops_text,event_narrative,synthetic_record_flag
SRC_EVT_0000177,EVT0000177,EPI000101,SW01,North Coast,Z010,North Coast Zone 10,Heavy Rain,Flood,2025-07-20T04:12:03Z,2025-07-21T20:07:03Z,Public Report,,,0,0,0,0,0,0,Synthetic heavy rain training event in North Coast Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000178,EVT0000178,EPI000102,SW08,River Valley,Z155,River Valley Zone 15,Blizzard,Winter,2025-07-30T19:09:20Z,2025-08-05T18:51:20Z,Fire Department,58.8,KT,0,0,0,0,5.72K,0,Synthetic blizzard training event in River Valley Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000179,EVT0000179,EPI000103,SW07,Lake Country,Z125,Lake Country Zone 05,Excessive Heat,Temperature,2025-07-17T21:22:07Z,2025-07-19T09:59:07Z,Trained Spotter,107.5,F,0,0,0,0,76.23K,0,Synthetic excessive heat training event in Lake Country Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000180,EVT0000180,EPI000103,SW03,High Plains,Z048,High Plains Zone 08,Wildfire,Fire,2025-09-29T22:38:24Z,2025-10-01T20:29:24Z,Media,2618.5,ACRES,0,0,0,0,0,0,Synthetic wildfire training event in High Plains Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000181,EVT0000181,EPI000104,SW01,North Coast,Z003,North Coast Zone 03,Winter Storm,Winter,2025-07-29T22:07:46Z,2025-08-01T15:22:46Z,Emergency Manager,,,0,0,0,0,26.38K,0,Synthetic winter storm training event in North Coast Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000182,EVT0000182,EPI000105,SW08,River Valley,Z999,River Valley Zone 13,High Wind,Wind,2025-10-10T06:59:55Z,2025-10-10T08:17:55Z,Emergency Manager,40.5,KT,0,0,0,0,0,0,Synthetic high wind training event in River Valley Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000183,EVT0000183,EPI000106,SW02,Cascade,Z026,Cascade Zone 06,Thunderstorm Wind,Convective,2025-04-18T03:41:25Z,2025-04-18T12:12:25Z,Fire Department,49.2,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Cascade Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000184,EVT0000184,EPI000107,SW06,Prairie North,Z113,Prairie North Zone 13,Heavy Snow,Winter,2025-01-01T04:56:53Z,2025-01-04T05:47:53Z,Fire Department,1.19,IN,0,0,0,0,0,0,Synthetic heavy snow training event in Prairie North Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000185,EVT0000185,EPI000107,SW02,Cascade,Z034,Cascade Zone 14,Thunderstorm Wind,Convective,2025-03-12T05:07:55Z,2025-03-12T10:55:55Z,Fire Department,25.6,KT,0,0,0,0,457.96K,0,Synthetic thunderstorm wind training event in Cascade Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000186,EVT0000186,EPI000108,SW02,Cascade,Z033,Cascade Zone 13,Heavy Snow,Winter,2025-06-10T17:12:29Z,2025-06-16T10:14:29Z,Media,0.39,IN,0,0,0,0,0,0,Synthetic heavy snow training event in Cascade Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000187,EVT0000187,EPI000108,SW12,Northeast Corridor,Z236,Northeast Corridor Zone 16,Thunderstorm Wind,Convective,2025-05-12T20:51:08Z,2025-05-13T07:11:08Z,Trained Spotter,58.0,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Northeast Corridor Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000188,EVT0000188,EPI000108,SW03,High Plains,Z042,High Plains Zone 02,Tornado,Convective,2025-04-08T00:40:15Z,2025-04-08T02:44:15Z,Trained Spotter,2.0,EF,0,0,0,0,22.02K,0,Synthetic tornado training event in High Plains Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000189,EVT0000189,EPI000109,SW12,Northeast Corridor,Z235,Northeast Corridor Zone 15,High Wind,Wind,2025-11-24T22:28:23Z,2025-11-25T05:51:23Z,Fire Department,61.6,KT,0,0,0,0,0,0,Synthetic high wind training event in Northeast Corridor Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000190,EVT0000190,EPI000109,SW02,Cascade,Z021,Cascade Zone 01,Funnel Cloud,Convective,2025-08-08T14:37:59Z,2025-08-08T15:47:59Z,Media,,,0,0,0,0,26.97K,0,Synthetic funnel cloud training event in Cascade Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000191,EVT0000191,EPI000110,SW04,Red Mesa,Z076,Red Mesa Zone 16,Thunderstorm Wind,Convective,2025-01-26T23:18:15Z,2025-01-27T01:50:15Z,Automated Sensor,60.3,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Red Mesa Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000192,EVT0000192,EPI000111,SW11,Pine Highlands,Z203,Pine Highlands Zone 03,Heat,Temperature,2025-12-17T20:27:15Z,2025-12-18T07:19:15Z,Public Report,95.1,F,0,0,0,0,881,0,Synthetic heat training event in Pine Highlands Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000193,EVT0000193,EPI000112,SW10,Atlantic Ridge,Z184,Atlantic Ridge Zone 04,Flash Flood,Flood,2025-10-27T08:51:31Z,2025-10-29T09:38:31Z,Trained Spotter,,,0,0,0,0,0,0,Synthetic flash flood training event in Atlantic Ridge Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000194,EVT0000194,EPI000112,SW03,High Plains,Z043,High Plains Zone 03,Coastal Flood,Coastal,2025-06-28T04:49:05Z,2025-06-28T10:29:05Z,Trained Spotter,,,0,0,0,0,20.73K,0,Synthetic coastal flood training event in High Plains Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000195,EVT0000195,EPI000112,SW11,Pine Highlands,Z205,Pine Highlands Zone 05,Thunderstorm Wind,Convective,2025-03-04T13:16:25Z,2025-03-04T22:12:25Z,Trained Spotter,40.5,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000196,EVT0000196,EPI000112,SW06,Prairie North,Z102,Prairie North Zone 02,Heat,Temperature,2025-04-08T05:30:15Z,2025-04-14T08:44:15Z,Automated Sensor,93.2,F,0,0,0,0,29.74K,14.10K,Synthetic heat training event in Prairie North Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000197,EVT0000197,EPI000113,SW06,Prairie North,Z110,Prairie North Zone 10,Lightning,Convective,2025-07-08T10:52:30Z,2025-07-08T12:31:30Z,Trained Spotter,,,0,0,0,0,1.20K,0,Synthetic lightning training event in Prairie North Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000198,EVT0000198,EPI000113,SW04,Red Mesa,Z061,Red Mesa Zone 01,Excessive Heat,Temperature,2025-01-28T13:17:37Z,2025-01-29T12:59:37Z,Automated Sensor,91.0,F,0,0,0,0,0,0,Synthetic excessive heat training event in Red Mesa Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000199,EVT0000199,EPI000114,SW11,Pine Highlands,Z201,Pine Highlands Zone 01,Thunderstorm Wind,Convective,2025-03-31T06:16:27Z,2025-03-31T14:29:27Z,Automated Sensor,44.6,KT,1,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000200,EVT0000200,EPI000114,SW03,High Plains,Z055,High Plains Zone 15,Flash Flood,Flood,2025-12-30T06:38:01Z,2025-12-30T12:06:01Z,Media,,,0,0,0,0,0,20.21K,Synthetic flash flood training event in High Plains Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000201,EVT0000201,EPI000115,SW12,Northeast Corridor,Z223,Northeast Corridor Zone 03,Flood,Flood,2025-05-18T22:19:47Z,2025-05-20T02:10:47Z,Fire Department,,,0,0,0,0,0,0,Synthetic flood training event in Northeast Corridor Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000202,EVT0000202,EPI000116,SW08,River Valley,Z155,River Valley Zone 15,Hail,Convective,2025-08-14T23:56:44Z,2025-08-15T02:14:44Z,Automated Sensor,0.78,IN,0,0,0,0,0,0,Synthetic hail training event in River Valley Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000203,EVT0000203,EPI000116,SW09,Gulf Reach,Z174,Gulf Reach Zone 14,Wildfire,Fire,2025-11-10T18:52:01Z,2025-11-17T08:34:01Z,Media,503.0,ACRES,0,0,0,0,209.26K,20.73K,Synthetic wildfire training event in Gulf Reach Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000204,EVT0000204,EPI000117,SW03,High Plains,Z059,High Plains Zone 19,Wildfire,Fire,2025-04-29T05:30:20Z,2025-05-06T05:52:20Z,Trained Spotter,444.6,ACRES,0,0,0,0,0,618.62K,Synthetic wildfire training event in High Plains Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000205,EVT0000205,EPI000118,SW04,Red Mesa,Z062,Red Mesa Zone 02,Cold/Wind Chill,Temperature,2025-05-18T12:16:04Z,2025-05-18T23:14:04Z,Emergency Manager,-7.1,F,0,0,0,0,0,0,Synthetic cold/wind chill training event in Red Mesa Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000206,EVT0000206,EPI000119,SW06,Prairie North,Z110,Prairie North Zone 10,Flash Flood,Flood,2025-02-27T20:46:41Z,2025-02-28T05:06:41Z,Trained Spotter,,,0,0,0,0,0,36.74K,Synthetic flash flood training event in Prairie North Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000207,EVT0000207,EPI000120,SW10,Atlantic Ridge,Z186,Atlantic Ridge Zone 06,Flood,Flood,2025-03-19T03:13:46Z,2025-03-19T12:32:46Z,Public Report,,,0,0,0,0,44.08K,0,Synthetic flood training event in Atlantic Ridge Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000208,EVT0000208,EPI000120,SW02,Cascade,Z025,Cascade Zone 05,Flood,Flood,2025-07-10T19:06:34Z,2025-07-11T04:54:34Z,Fire Department,,,0,0,0,0,0,0,Synthetic flood training event in Cascade Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000209,EVT0000209,EPI000121,SW09,Gulf Reach,Z164,Gulf Reach Zone 04,Coastal Flood,Coastal,2025-10-25T09:51:44Z,2025-10-26T17:01:44Z,Fire Department,,,0,0,0,0,0,0,Synthetic coastal flood training event in Gulf Reach Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000210,EVT0000210,EPI000121,SW10,Atlantic Ridge,Z181,Atlantic Ridge Zone 01,Heavy Rain,Flood,2025-01-01T06:36:09Z,2025-01-03T07:20:09Z,Public Report,,,0,0,0,0,0,127.79K,Synthetic heavy rain training event in Atlantic Ridge Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000211,EVT0000211,EPI000121,SW01,North Coast,Z016,North Coast Zone 16,Ice Storm,Winter,2025-05-29T15:42:42Z,2025-06-04T06:50:42Z,Trained Spotter,,,0,0,0,0,17.50K,0,Synthetic ice storm training event in North Coast Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000212,EVT0000212,EPI000122,SW02,Cascade,Z035,Cascade Zone 15,High Wind,Wind,2025-04-11T18:24:09Z,2025-04-12T04:54:09Z,Fire Department,66.4,KT,0,0,0,0,18.60K,0,Synthetic high wind training event in Cascade Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000213,EVT0000213,EPI000123,SW07,Lake Country,Z123,Lake Country Zone 03,Hail,Convective,2025-08-06T11:36:26Z,2025-08-06T13:50:26Z,Fire Department,3.6,IN,0,0,0,0,0,0,Synthetic hail training event in Lake Country Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000214,EVT0000214,EPI000124,SW08,River Valley,Z146,River Valley Zone 06,Funnel Cloud,Convective,2025-06-15T14:41:10Z,2025-06-15T14:56:10Z,Automated Sensor,,,0,0,0,0,0,0,Synthetic funnel cloud training event in River Valley Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000215,EVT0000215,EPI000125,SW12,Northeast Corridor,Z233,Northeast Corridor Zone 13,Lightning,Convective,2025-11-15T01:03:35Z,2025-11-15T03:24:35Z,Fire Department,,,0,0,0,0,0,0,Synthetic lightning training event in Northeast Corridor Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000216,EVT0000216,EPI000126,SW04,Red Mesa,Z075,Red Mesa Zone 15,Heavy Snow,Winter,2025-12-03T05:25:03Z,2025-12-09T22:17:03Z,Public Report,0.81,IN,0,0,0,0,10.39K,0,Synthetic heavy snow training event in Red Mesa Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000217,EVT0000217,EPI000126,SW09,Gulf Reach,Z172,Gulf Reach Zone 12,Hail,Convective,2025-07-19T15:34:57Z,2025-07-19T16:52:57Z,Trained Spotter,0.8,IN,0,0,0,0,36.01K,0,Synthetic hail training event in Gulf Reach Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000218,EVT0000218,EPI000127,SW07,Lake Country,Z121,Lake Country Zone 01,Thunderstorm Wind,Convective,2025-09-03T14:48:16Z,2025-09-03T16:54:16Z,Automated Sensor,41.6,KT,0,0,0,0,80.21K,0,Synthetic thunderstorm wind training event in Lake Country Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000219,EVT0000219,EPI000128,SW03,High Plains,Z051,High Plains Zone 11,Blizzard,Winter,2025-12-28T03:48:09Z,2025-12-31T20:59:09Z,Trained Spotter,74.3,KT,-1,0,0,0,7.13K,0,Synthetic blizzard training event in High Plains Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000220,EVT0000220,EPI000129,SW07,Lake Country,Z132,Lake Country Zone 12,Lightning,Convective,2025-05-26T09:26:56Z,2025-05-26T11:39:56Z,Fire Department,,,0,0,0,0,0,0,Synthetic lightning training event in Lake Country Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000221,EVT0000221,EPI000130,SW10,Atlantic Ridge,Z183,Atlantic Ridge Zone 03,Winter Storm,Winter,2025-05-02T21:33:02Z,2025-05-07T14:21:02Z,Fire Department,,,0,0,0,0,6.83K,0,Synthetic winter storm training event in Atlantic Ridge Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000222,EVT0000222,EPI000130,SW12,Northeast Corridor,Z223,Northeast Corridor Zone 03,Thunderstorm Wind,Convective,2025-05-25T10:13:36Z,2025-05-25T18:49:36Z,Trained Spotter,58.2,KT,0,0,0,0,256.05K,0,Synthetic thunderstorm wind training event in Northeast Corridor Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000223,EVT0000223,EPI000131,SW01,North Coast,Z010,North Coast Zone 10,Dense Fog,Visibility,2025-08-13T16:14:41Z,2025-08-14T01:17:41Z,Emergency Manager,0.9,MI,0,0,0,0,2.25K,0,Synthetic dense fog training event in North Coast Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000224,EVT0000223,EPI000131,SW04,Red Mesa,Z074,Red Mesa Zone 14,High Wind,Wind,2025-11-17T20:00:27Z,2025-11-18T03:08:27Z,Media,54.4,KT,0,0,0,0,0,0,Synthetic high wind training event in Red Mesa Zone 14; no real incident or person is represented.,Y
SRC_EVT_0000225,EVT0000225,EPI000132,SW08,River Valley,Z143,River Valley Zone 03,Tornado,Convective,2025-01-06T10:06:17Z,2025-01-06T12:13:17Z,Fire Department,0.0,EF,0,0,0,0,82.62K,0,Synthetic tornado training event in River Valley Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000226,EVT0000226,EPI000132,SW10,Atlantic Ridge,Z197,Atlantic Ridge Zone 17,Heavy Snow,Winter,2025-01-02T11:18:14Z,2025-01-04T06:59:14Z,Automated Sensor,0.99,IN,0,0,0,0,16.95K,5.04K,Synthetic heavy snow training event in Atlantic Ridge Zone 17; no real incident or person is represented.,Y
SRC_EVT_0000227,EVT0000227,EPI000132,SW11,Pine Highlands,Z218,Pine Highlands Zone 18,Thunderstorm Wind,Convective,2025-09-06T15:06:11Z,2025-09-06T22:30:11Z,Fire Department,29.8,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000228,EVT0000228,EPI000132,SW11,Pine Highlands,Z211,Pine Highlands Zone 11,Heat,Temperature,2025-10-19T17:27:52Z,2025-10-24T05:41:52Z,Fire Department,102.0,F,0,0,0,0,25.79K,10.83K,Synthetic heat training event in Pine Highlands Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000229,EVT0000229,EPI000133,SW08,River Valley,Z149,River Valley Zone 09,Hail,Convective,2025-12-20T09:28:15Z,2025-12-20T11:43:15Z,Trained Spotter,1.04,IN,0,0,0,0,0,0,Synthetic hail training event in River Valley Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000230,EVT0000230,EPI000133,SW03,High Plains,Z051,High Plains Zone 11,Thunderstorm Wind,Convective,2025-03-04T22:28:51Z,2025-03-05T02:52:51Z,Automated Sensor,20.0,KT,0,0,0,0,6.72K,0,Synthetic thunderstorm wind training event in High Plains Zone 11; no real incident or person is represented.,Y
SRC_EVT_0000231,EVT0000231,EPI000133,SW02,Cascade,Z033,Cascade Zone 13,Heavy Rain,Flood,2025-10-21T04:10:10Z,2025-10-21T15:44:10Z,Fire Department,,,0,0,0,0,0,2.37K,Synthetic heavy rain training event in Cascade Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000232,EVT0000232,EPI000134,SW04,Red Mesa,Z067,Red Mesa Zone 07,Extreme Cold,Temperature,2025-04-18T16:40:49Z,2025-04-21T22:28:49Z,Fire Department,1.5,F,0,0,0,0,0,0,Synthetic extreme cold training event in Red Mesa Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000233,EVT0000233,EPI000134,SW09,Gulf Reach,Z166,Gulf Reach Zone 06,Strong Wind,Wind,2025-07-30T06:21:50Z,2025-07-30T18:09:50Z,Media,61.6,KT,0,0,0,0,0,0,Synthetic strong wind training event in Gulf Reach Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000234,EVT0000234,EPI000135,SW05,Great Basin,Z086,Great Basin Zone 06,Excessive Heat,Temperature,2025-11-06T11:40:33Z,2025-11-08T21:52:33Z,Media,103.1,F,1,0,0,0,7.22K,0,Synthetic excessive heat training event in Great Basin Zone 06; no real incident or person is represented.,Y
SRC_EVT_0000235,EVT0000235,EPI000136,SW05,Great Basin,Z096,Great Basin Zone 16,Thunderstorm Wind,Convective,2025-05-01T03:23:18Z,2025-05-01T05:28:18Z,Public Report,62.8,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Great Basin Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000236,EVT0000236,EPI000136,SW03,High Plains,Z048,High Plains Zone 08,Heavy Rain,Flood,2025-07-15T13:20:46Z,2025-07-15T22:59:46Z,Trained Spotter,,,0,0,0,0,0,13.37K,Synthetic heavy rain training event in High Plains Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000237,EVT0000237,EPI000136,SW12,Northeast Corridor,Z229,Northeast Corridor Zone 09,Strong Wind,Wind,2025-12-18T05:28:19Z,2025-12-18T09:39:19Z,Trained Spotter,50.9,KT,0,0,0,0,0,0,Synthetic strong wind training event in Northeast Corridor Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000238,EVT0000238,EPI000137,SW02,Cascade,Z029,Cascade Zone 09,Strong Wind,Wind,2025-03-15T15:37:08Z,2025-03-15T19:38:08Z,Emergency Manager,20.0,KT,0,0,0,0,88.45K,0,Synthetic strong wind training event in Cascade Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000239,EVT0000239,EPI000138,SW01,North Coast,Z010,North Coast Zone 10,Thunderstorm Wind,Convective,2025-11-11T10:52:42Z,2025-11-11T22:44:42Z,Automated Sensor,48.4,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in North Coast Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000240,EVT0000240,EPI000138,SW07,Lake Country,Z128,Lake Country Zone 08,Flood,Flood,2025-02-03T19:01:24Z,2025-02-05T08:58:24Z,Emergency Manager,,,0,0,0,0,21.21K,0,Synthetic flood training event in Lake Country Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000241,EVT0000241,EPI000139,SW02,Cascade,Z023,Cascade Zone 03,Dense Fog,Visibility,2025-07-22T20:55:36Z,2025-07-23T03:29:36Z,Public Report,0.4,MI,0,0,0,0,0,0,Synthetic dense fog training event in Cascade Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000242,EVT0000242,EPI000140,SW02,Cascade,Z021,Cascade Zone 01,Flash Flood,Flood,2025-02-24T21:52:35Z,2025-02-27T09:27:35Z,Automated Sensor,,,0,0,0,0,23.47K,3.64K,Synthetic flash flood training event in Cascade Zone 01; no real incident or person is represented.,Y
SRC_EVT_0000243,EVT0000243,EPI000140,SW08,River Valley,Z144,River Valley Zone 04,Heat,Temperature,2025-02-20T22:52:03Z,2025-02-28T01:03:03Z,Automated Sensor,106.3,F,0,0,0,0,0,0,Synthetic heat training event in River Valley Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000244,EVT0000244,EPI000141,SW06,Prairie North,Z103,Prairie North Zone 03,Thunderstorm Wind,Convective,2025-04-11T02:21:17Z,2025-04-11T06:39:17Z,Public Report,55.5,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Prairie North Zone 03; no real incident or person is represented.,Y
SRC_EVT_0000245,EVT0000245,EPI000142,SW11,Pine Highlands,Z215,Pine Highlands Zone 15,Thunderstorm Wind,Convective,2025-07-21T16:11:24Z,2025-07-22T01:21:24Z,Public Report,58.3,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Pine Highlands Zone 15; no real incident or person is represented.,Y
SRC_EVT_0000246,EVT0000246,EPI000143,SW03,High Plains,Z048,High Plains Zone 08,Cold/Wind Chill,Temperature,2025-01-17T18:52:39Z,2025-01-24T10:48:39Z,Public Report,-24.1,F,0,0,0,0,0,0,Synthetic cold/wind chill training event in High Plains Zone 08; no real incident or person is represented.,Y
SRC_EVT_0000247,EVT0000247,EPI000143,SW06,Prairie North,Z109,Prairie North Zone 09,Thunderstorm Wind,Convective,2025-03-20T13:15:11Z,2025-03-20T14:22:11Z,Trained Spotter,49.0,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Prairie North Zone 09; no real incident or person is represented.,Y
SRC_EVT_0000248,EVT0000248,EPI000144,SW02,Cascade,Z027,Cascade Zone 07,Tornado,Convective,2025-08-27T00:37:15Z,2025-08-27T03:36:15Z,Public Report,0.0,EF,0,0,0,0,323.98K,0,Synthetic tornado training event in Cascade Zone 07; no real incident or person is represented.,Y
SRC_EVT_0000249,EVT0000249,EPI000144,SW05,Great Basin,Z085,Great Basin Zone 05,Thunderstorm Wind,Convective,2025-10-14T00:20:45Z,2025-10-14T05:42:45Z,Automated Sensor,62.4,KT,0,0,0,0,78.31K,0,Synthetic thunderstorm wind training event in Great Basin Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000250,EVT0000250,EPI000144,SW12,Northeast Corridor,Z232,Northeast Corridor Zone 12,Tornado,Convective,2025-03-28T17:32:56Z,2025-03-28T18:36:56Z,Trained Spotter,2.0,EF,0,0,0,0,12.50K,0,Synthetic tornado training event in Northeast Corridor Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000251,EVT0000251,EPI000144,SW09,Gulf Reach,Z178,Gulf Reach Zone 18,High Wind,Wind,2025-09-07T23:37:09Z,2025-09-08T09:39:09Z,Emergency Manager,61.4,KT,0,0,0,0,0,0,Synthetic high wind training event in Gulf Reach Zone 18; no real incident or person is represented.,Y
SRC_EVT_0000252,EVT0000252,EPI000145,SW03,High Plains,Z052,High Plains Zone 12,Thunderstorm Wind,Convective,2025-05-29T14:53:51Z,2025-05-30T02:04:51Z,Automated Sensor,51.6,KT,0,1,0,0,16.49K,0,Synthetic thunderstorm wind training event in High Plains Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000253,EVT0000253,EPI000145,SW01,North Coast,Z016,North Coast Zone 16,Thunderstorm Wind,Convective,2025-10-17T17:22:13Z,2025-10-17T20:53:13Z,Emergency Manager,31.6,KT,0,0,0,0,10.36K,0,Synthetic thunderstorm wind training event in North Coast Zone 16; no real incident or person is represented.,Y
SRC_EVT_0000254,EVT0000254,EPI000145,SW09,Gulf Reach,Z180,Gulf Reach Zone 20,Thunderstorm Wind,Convective,2025-06-24T07:00:44Z,2025-06-24T10:18:44Z,Automated Sensor,58.2,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Gulf Reach Zone 20; no real incident or person is represented.,Y
SRC_EVT_0000255,EVT0000255,EPI000146,SW10,Atlantic Ridge,Z184,Atlantic Ridge Zone 04,Winter Storm,Winter,2025-12-28T04:01:35Z,2025-12-31T23:59:59Z,Fire Department,,,0,0,0,0,0,0,Synthetic winter storm training event in Atlantic Ridge Zone 04; no real incident or person is represented.,Y
SRC_EVT_0000256,EVT0000256,EPI000146,SW01,North Coast,Z010,North Coast Zone 10,Flash Flood,Flood,2025-12-15T11:55:16Z,2025-12-16T11:19:16Z,Trained Spotter,,,0,0,0,0,101.32K,0,Synthetic flash flood training event in North Coast Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000257,EVT0000257,EPI000147,SW02,Cascade,Z039,Cascade Zone 19,Tornado,Convective,2025-08-19T22:23:32Z,2025-08-19T23:49:32Z,Automated Sensor,3.0,EF,0,0,0,0,0,0,Synthetic tornado training event in Cascade Zone 19; no real incident or person is represented.,Y
SRC_EVT_0000258,EVT0000258,EPI000147,SW05,Great Basin,Z100,Great Basin Zone 20,Thunderstorm Wind,Convective,2025-05-27T08:46:14Z,2025-05-27T17:54:14Z,Public Report,45.6,KT,0,0,0,0,299.87K,0,Synthetic thunderstorm wind training event in Great Basin Zone 20; no real incident or person is represented.,Y
SRC_EVT_0000259,EVT0000259,EPI000147,SW12,Northeast Corridor,Z225,Northeast Corridor Zone 05,Thunderstorm Wind,Convective,2025-11-08T03:07:31Z,2025-11-08T09:36:31Z,Trained Spotter,63.7,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in Northeast Corridor Zone 05; no real incident or person is represented.,Y
SRC_EVT_0000260,EVT0000260,EPI000148,SW08,River Valley,Z153,River Valley Zone 13,Thunderstorm Wind,Convective,2025-12-24T09:29:37Z,2025-12-24T15:44:37Z,Automated Sensor,59.3,KT,0,0,0,0,0,0,Synthetic thunderstorm wind training event in River Valley Zone 13; no real incident or person is represented.,Y
SRC_EVT_0000261,EVT0000261,EPI000149,SW02,Cascade,Z022,Cascade Zone 02,Dense Fog,Visibility,2025-06-18T18:13:16Z,2025-06-18T21:13:16Z,Fire Department,0.23,MI,0,0,0,0,0,0,Synthetic dense fog training event in Cascade Zone 02; no real incident or person is represented.,Y
SRC_EVT_0000262,EVT0000262,EPI000150,SW10,Atlantic Ridge,Z190,Atlantic Ridge Zone 10,Thunderstorm Wind,Convective,2025-02-25T04:33:10Z,2025-02-25T05:22:10Z,Public Report,43.7,KT,0,1,0,0,28.74K,0,Synthetic thunderstorm wind training event in Atlantic Ridge Zone 10; no real incident or person is represented.,Y
SRC_EVT_0000263,EVT0000263,EPI000151,SW07,Lake Country,Z132,Lake Country Zone 12,Drought,Dry,2025-10-30T05:22:39Z,2025-11-04T07:05:39Z,Trained Spotter,,,0,0,0,0,0,1.23K,Synthetic drought training event in Lake Country Zone 12; no real incident or person is represented.,Y
SRC_EVT_0000264,EVT0000264,EPI000152,SW12,Northeast Corridor,Z227,Northeast Corridor Zone 07,Dense Fog,Visibility,2025-01-21T15:47:29Z,2025-01-21T23:43:29Z,Emergency Manager,0.18,MI,0,0,0,0,0,0,Synthetic dense fog training event in Northeast Corridor Zone 07; no real incident or person is represented.,Y
